1947 Q1 35.359
1947 Q2 35.744
1947 Q3 37.827
1947 Q4 41.794
1948 Q1 43.576
1948 Q2 44.477
1948 Q3 45.365
1948 Q4 45.337
1949 Q1 42.752
1949 Q2 41.389
1949 Q3 40.856
1949 Q4 42.167
1950 Q1 44.725
1950 Q2 49.458
1950 Q3 54.465
1950 Q4 54.397
1951 Q1 54.196
1951 Q2 52.591
1951 Q3 52.241
1951 Q4 52.365
1952 Q1 53.4
1952 Q2 54.528
1952 Q3 51.646
1952 Q4 55.463
1953 Q1 57.773
1953 Q2 58.538
1953 Q3 59.104
1953 Q4 58.452
1954 Q1 57.683
1954 Q2 58.827
1954 Q3 61.062
1954 Q4 62.455
1955 Q1 64.899
1955 Q2 68.068
1955 Q3 70.452
1955 Q4 71.65
1956 Q1 71.904
1956 Q2 73.435
1956 Q3 74.698
1956 Q4 74.902
1957 Q1 75.566
1957 Q2 75.25
1957 Q3 76.53
1957 Q4 75.563
1958 Q1 70.739
1958 Q2 69.3
1958 Q3 70.452
1958 Q4 74.766
1959 Q1 79.29
1959 Q2 82.093
1959 Q3 83.222
1959 Q4 82.404
1960 Q1 85.276
1960 Q2 83.872
1960 Q3 82.057
1960 Q4 81.775
1961 Q1 80.926
1961 Q2 82.316
1961 Q3 84.261
1961 Q4 86.935
1962 Q1 88.666
1962 Q2 91.262
1962 Q3 91.972
1962 Q4 91.604
1963 Q1 92.821
1963 Q2 96.814
1963 Q3 98.896
1963 Q4 102.125
1964 Q1 105.35
1964 Q2 106.062
1964 Q3 107.939
1964 Q4 109.968
1965 Q1 114.998
1965 Q2 118.484
1965 Q3 121.945
1965 Q4 126.168
1966 Q1 130.328
1966 Q2 131.185
1966 Q3 131.342
1966 Q4 129.351
1967 Q1 127.388
1967 Q2 131.154
1967 Q3 133.571
1967 Q4 139.22
1968 Q1 143.85
1968 Q2 144.862
1968 Q3 148.003
1968 Q4 154.754
1969 Q1 160.899
1969 Q2 163.499
1969 Q3 167.37
1969 Q4 165.787
1970 Q1 166.289
1970 Q2 166.374
1970 Q3 168.821
1970 Q4 170.738
1971 Q1 177.241
1971 Q2 186.455
1971 Q3 191.87
1971 Q4 198.706
1972 Q1 209.741
1972 Q2 214.8
1972 Q3 219.375
1972 Q4 232.224
1973 Q1 243.763
1973 Q2 249.99
1973 Q3 254.574
1973 Q4 255.865
1974 Q1 255.842
1974 Q2 259.975
1974 Q3 265.434
1974 Q4 260.893
1975 Q1 254.335
1975 Q2 257.235
1975 Q3 266.579
1975 Q4 275.888
1976 Q1 289.945
1976 Q2 299.855
1976 Q3 307.501
1976 Q4 327.132
1977 Q1 345.491
1977 Q2 370.233
1977 Q3 383.251
1977 Q4 398.179
1978 Q1 409.346
1978 Q2 446.328
1978 Q3 467.401
1978 Q4 487.269
1979 Q1 501.957
1979 Q2 511.892
1979 Q3 533.49
1979 Q4 539.323
1980 Q1 544.663
1980 Q2 511.544
1980 Q3 528.927
1980 Q4 560.59
1981 Q1 580.626
1981 Q2 598.129
1981 Q3 608.337
1981 Q4 618.589
1982 Q1 609.784
1982 Q2 597.786
1982 Q3 587.157
1982 Q4 589.062
1983 Q1 600.58
1983 Q2 621.454
1983 Q3 656.472
1983 Q4 694.564
1984 Q1 717.89
1984 Q2 749.573
1984 Q3 767.514
1984 Q4 783.762
1985 Q1 793.636
1985 Q2 805.394
1985 Q3 805.854
1985 Q4 826.426
1986 Q1 833.06
1986 Q2 839.574
1986 Q3 842.851
1986 Q4 854.822
1987 Q1 843.222
1987 Q2 858.064
1987 Q3 875.449
1987 Q4 883.376
1988 Q1 891.613
1988 Q2 914.877
1988 Q3 923.828
1988 Q4 943.605
1989 Q1 957.35
1989 Q2 964.79
1989 Q3 986.635
1989 Q4 979.257
1990 Q1 996.884
1990 Q2 981.02
1990 Q3 978.919
1990 Q4 958.787
1991 Q1 940.088
1991 Q2 944.575
1991 Q3 946.633
1991 Q4 947.655
1992 Q1 956.571
1992 Q2 989.875
1992 Q3 1003.65
1992 Q4 1036.618
1993 Q1 1047.889
1993 Q2 1070.375
1993 Q3 1089.254
1993 Q4 1136.53
1994 Q1 1156.312
1994 Q2 1183.538
1994 Q3 1198.526
1994 Q4 1232.424
1995 Q1 1266.407
1995 Q2 1270.229
1995 Q3 1291.922
1995 Q4 1316.705
1996 Q1 1348.472
1996 Q2 1387.867
1996 Q3 1423.28
1996 Q4 1445.403
1997 Q1 1472.659
1997 Q2 1501.843
1997 Q3 1557.316
1997 Q4 1566.877
1998 Q1 1607.224
1998 Q2 1658.434
1998 Q3 1689.202
1998 Q4 1736.947
1999 Q1 1769.668
1999 Q2 1813.23
1999 Q3 1853.219
1999 Q4 1868.855
2000 Q1 1934.493
2000 Q2 1985.342
2000 Q3 2002.736
2000 Q4 2012.884
2001 Q1 2001.963
2001 Q2 1984.593
2001 Q3 1975.026
2001 Q4 1930.92
2002 Q1 1912.366
2002 Q2 1912.113
2002 Q3 1907.764
2002 Q4 1909.528
2003 Q1 1934.14
2003 Q2 1978.873
2003 Q3 2043.866
2003 Q4 2094.966
2004 Q1 2108.027
2004 Q2 2188.618
2004 Q3 2254.106
2004 Q4 2317.993
2005 Q1 2383.59
2005 Q2 2447.639
2005 Q3 2518.722
2005 Q4 2558.875
2006 Q1 2631.526
2006 Q2 2633.739
2006 Q3 2630.666
2006 Q4 2631.93
2007 Q1 2642.923
2007 Q2 2656.992
2007 Q3 2641.047
2007 Q4 2615.279
2008 Q1 2580.374
2008 Q2 2562.847
2008 Q3 2514.067
2008 Q4 2370.13
2009 Q1 2165.874
2009 Q2 2059.651
2009 Q3 2045.422
2009 Q4 2050.795
2010 Q1 2039.398
2010 Q2 2112.087
2010 Q3 2123.598
2010 Q4 2171.138
2011 Q1 2173.885
2011 Q2 2236.305
2011 Q3 2334.873
2011 Q4 2400.138
2012 Q1 2487.473
2012 Q2 2545.458
2012 Q3 2559.69
2012 Q4 2609.548
2013 Q1 2655.966
2013 Q2 2687.519
2013 Q3 2743.781
2013 Q4 2798.665
2014 Q1 2845.503
2014 Q2 2926.677
2014 Q3 3002.934
2014 Q4 3042.653
2015 Q1 3052.11
2015 Q2 3081.665
2015 Q3 3109.279
2015 Q4 3089.935
2016 Q1 3094.056
2016 Q2 3127.063
2016 Q3 3157.225
2016 Q4 3185.445
2017 Q1 3270.616
2017 Q2 3320.836
2017 Q3 3358.487
2017 Q4 3419.982
