1947 Q1 156.161
1947 Q2 160.031
1947 Q3 163.543
1947 Q4 167.672
1948 Q1 170.372
1948 Q2 174.142
1948 Q3 177.072
1948 Q4 177.928
1949 Q1 176.831
1949 Q2 178.446
1949 Q3 177.806
1949 Q4 180.249
1950 Q1 182.92
1950 Q2 186.806
1950 Q3 200.505
1950 Q4 197.946
1951 Q1 209.207
1951 Q2 204.942
1951 Q3 207.616
1951 Q4 211.59
1952 Q1 212.969
1952 Q2 217.088
1952 Q3 219.553
1952 Q4 227.67
1953 Q1 231.22
1953 Q2 232.96
1953 Q3 233.666
1953 Q4 233.112
1954 Q1 235.154
1954 Q2 237.885
1954 Q3 240.303
1954 Q4 245.093
1955 Q1 251.398
1955 Q2 256.466
1955 Q3 260.651
1955 Q4 264.639
1956 Q1 266.156
1956 Q2 268.834
1956 Q3 272.075
1956 Q4 277.445
1957 Q1 281.889
1957 Q2 284.176
1957 Q3 288.75
1957 Q4 290.368
1958 Q1 289.888
1958 Q2 292.819
1958 Q3 297.893
1958 Q4 301.823
1959 Q1 309.449
1959 Q2 315.505
1959 Q3 320.725
1959 Q4 322.842
1960 Q1 326.364
1960 Q2 332.208
1960 Q3 332.126
1960 Q4 334.024
1961 Q1 334.52
1961 Q2 339.455
1961 Q3 342.332
1961 Q4 349.593
1962 Q1 354.822
1962 Q2 360.458
1962 Q3 364.333
1962 Q4 370.618
1963 Q1 374.283
1963 Q2 378.413
1963 Q3 385.394
1963 Q4 390.049
1964 Q1 399.581
1964 Q2 407.536
1964 Q3 416.422
1964 Q4 418.987
1965 Q1 429.711
1965 Q2 436.642
1965 Q3 445.804
1965 Q4 459.736
1966 Q1 470.136
1966 Q2 475.189
1966 Q3 484.291
1966 Q4 490.06
1967 Q1 494.317
1967 Q2 503.458
1967 Q3 510.717
1967 Q4 518.249
1968 Q1 536.297
1968 Q2 550.014
1968 Q3 566.122
1968 Q4 574.977
1969 Q1 587.005
1969 Q2 598.337
1969 Q3 608.626
1969 Q4 620.586
1970 Q1 631.685
1970 Q2 641.57
1970 Q3 653.482
1970 Q4 660.161
1971 Q1 679.186
1971 Q2 693.225
1971 Q3 705.599
1971 Q4 721.739
1972 Q1 738.948
1972 Q2 757.364
