1947 Q1 243.164
1947 Q2 245.968
1947 Q3 249.585
1947 Q4 259.745
1948 Q1 265.742
1948 Q2 272.567
1948 Q3 279.196
1948 Q4 280.366
1949 Q1 275.034
1949 Q2 271.351
1949 Q3 272.889
1949 Q4 270.627
1950 Q1 280.828
1950 Q2 290.383
1950 Q3 308.153
1950 Q4 319.945
1951 Q1 336
1951 Q2 344.09
1951 Q3 351.385
1951 Q4 356.178
1952 Q1 359.82
1952 Q2 361.03
1952 Q3 367.701
1952 Q4 380.812
1953 Q1 387.98
1953 Q2 391.749
1953 Q3 391.171
1953 Q4 385.97
1954 Q1 385.345
1954 Q2 386.121
1954 Q3 390.996
1954 Q4 399.734
1955 Q1 413.073
1955 Q2 421.532
1955 Q3 430.221
1955 Q4 437.092
1956 Q1 439.746
1956 Q2 446.01
1956 Q3 451.191
1956 Q4 460.463
1957 Q1 469.779
1957 Q2 472.025
1957 Q3 479.49
1957 Q4 474.864
1958 Q1 467.54
1958 Q2 471.978
1958 Q3 485.841
1958 Q4 499.555
1959 Q1 510.33
1959 Q2 522.653
1959 Q3 525.034
1959 Q4 528.6
1960 Q1 542.648
1960 Q2 541.08
1960 Q3 545.604
1960 Q4 540.197
1961 Q1 545.018
1961 Q2 555.545
1961 Q3 567.664
1961 Q4 580.612
1962 Q1 594.013
1962 Q2 600.366
1962 Q3 609.027
1962 Q4 612.28
1963 Q1 621.672
1963 Q2 629.752
1963 Q3 644.444
1963 Q4 653.938
1964 Q1 669.822
1964 Q2 678.674
1964 Q3 692.031
1964 Q4 697.319
1965 Q1 717.79
1965 Q2 730.191
1965 Q3 749.323
1965 Q4 771.857
1966 Q1 795.734
1966 Q2 804.981
1966 Q3 819.638
1966 Q4 833.302
1967 Q1 844.17
1967 Q2 848.983
1967 Q3 865.233
1967 Q4 881.439
1968 Q1 909.387
1968 Q2 934.344
1968 Q3 950.825
1968 Q4 968.03
1969 Q1 993.337
1969 Q2 1009.02
1969 Q3 1029.956
1969 Q4 1038.147
1970 Q1 1051.2
1970 Q2 1067.375
1970 Q3 1086.059
1970 Q4 1088.608
1971 Q1 1135.156
1971 Q2 1156.271
1971 Q3 1177.675
1971 Q4 1190.297
1972 Q1 1230.609
1972 Q2 1266.369
1972 Q3 1290.566
1972 Q4 1328.904
1973 Q1 1377.49
1973 Q2 1413.887
1973 Q3 1433.838
1973 Q4 1476.289
1974 Q1 1491.209
1974 Q2 1530.056
1974 Q3 1560.026
1974 Q4 1599.679
1975 Q1 1616.116
1975 Q2 1651.853
1975 Q3 1709.82
1975 Q4 1761.831
1976 Q1 1820.487
1976 Q2 1852.332
1976 Q3 1886.558
1976 Q4 1934.273
1977 Q1 1988.648
1977 Q2 2055.909
1977 Q3 2118.473
1977 Q4 2164.27
1978 Q1 2202.76
1978 Q2 2331.633
1978 Q3 2395.053
1978 Q4 2476.949
1979 Q1 2526.61
1979 Q2 2591.247
1979 Q3 2667.565
1979 Q4 2723.883
1980 Q1 2789.842
1980 Q2 2797.352
1980 Q3 2856.483
1980 Q4 2985.557
1981 Q1 3124.206
1981 Q2 3162.532
1981 Q3 3260.609
1981 Q4 3280.818
1982 Q1 3274.302
1982 Q2 3331.972
1982 Q3 3366.322
1982 Q4 3402.561
1983 Q1 3473.413
1983 Q2 3578.848
1983 Q3 3689.179
1983 Q4 3794.706
1984 Q1 3908.054
1984 Q2 4009.601
1984 Q3 4084.25
1984 Q4 4148.551
1985 Q1 4230.168
1985 Q2 4294.887
1985 Q3 4386.773
1985 Q4 4444.094
1986 Q1 4507.894
1986 Q2 4545.34
1986 Q3 4607.669
1986 Q4 4657.627
1987 Q1 4722.156
1987 Q2 4806.16
1987 Q3 4884.555
1987 Q4 5007.994
1988 Q1 5073.372
1988 Q2 5190.036
1988 Q3 5282.835
1988 Q4 5399.509
1989 Q1 5511.253
1989 Q2 5612.463
1989 Q3 5695.365
1989 Q4 5747.237
1990 Q1 5872.701
1990 Q2 5960.028
1990 Q3 6015.116
1990 Q4 6004.733
1991 Q1 6035.178
1991 Q2 6126.862
1991 Q3 6205.937
1991 Q4 6264.54
1992 Q1 6363.102
1992 Q2 6470.763
1992 Q3 6566.641
1992 Q4 6680.803
1993 Q1 6729.459
1993 Q2 6808.939
1993 Q3 6882.098
1993 Q4 7013.738
1994 Q1 7115.652
1994 Q2 7246.931
1994 Q3 7331.075
1994 Q4 7455.288
1995 Q1 7522.289
1995 Q2 7580.997
1995 Q3 7683.125
1995 Q4 7772.586
1996 Q1 7868.468
1996 Q2 8032.84
1996 Q3 8131.408
1996 Q4 8259.771
1997 Q1 8362.655
1997 Q2 8518.825
1997 Q3 8662.823
1997 Q4 8765.907
1998 Q1 8866.48
1998 Q2 8969.699
1998 Q3 9121.097
1998 Q4 9293.991
1999 Q1 9417.264
1999 Q2 9524.152
1999 Q3 9681.856
1999 Q4 9899.378
2000 Q1 10002.857
2000 Q2 10247.679
2000 Q3 10319.825
2000 Q4 10439.025
2001 Q1 10472.879
2001 Q2 10597.822
2001 Q3 10596.294
2001 Q4 10660.294
2002 Q1 10788.952
2002 Q2 10893.207
2002 Q3 10992.051
2002 Q4 11071.463
2003 Q1 11183.507
2003 Q2 11312.875
2003 Q3 11567.326
2003 Q4 11769.275
2004 Q1 11920.169
2004 Q2 12108.987
2004 Q3 12303.34
2004 Q4 12522.425
2005 Q1 12761.337
2005 Q2 12910.022
2005 Q3 13142.873
2005 Q4 13332.316
2006 Q1 13603.933
2006 Q2 13749.806
2006 Q3 13867.469
2006 Q4 14037.228
2007 Q1 14208.569
2007 Q2 14382.363
2007 Q3 14535.003
2007 Q4 14681.501
2008 Q1 14651.039
2008 Q2 14805.611
2008 Q3 14835.187
2008 Q4 14559.543
2009 Q1 14394.547
2009 Q2 14352.85
2009 Q3 14420.312
2009 Q4 14628.021
2010 Q1 14721.35
2010 Q2 14926.098
2010 Q3 15079.917
2010 Q4 15240.843
2011 Q1 15285.828
2011 Q2 15496.189
2011 Q3 15591.85
2011 Q4 15796.46
2012 Q1 16019.758
2012 Q2 16152.257
2012 Q3 16257.151
2012 Q4 16358.863
2013 Q1 16569.591
2013 Q2 16637.926
2013 Q3 16848.748
2013 Q4 17083.137
2014 Q1 17102.932
2014 Q2 17425.766
2014 Q3 17719.836
2014 Q4 17838.454
2015 Q1 17970.422
2015 Q2 18221.299
2015 Q3 18331.093
2015 Q4 18354.372
2016 Q1 18409.13
2016 Q2 18640.732
2016 Q3 18799.648
2016 Q4 18979.245
2017 Q1 19162.55
2017 Q2 19359.123
2017 Q3 19588.074
2017 Q4 19831.829
