1947 Q1 10.875
1947 Q2 11.294
1947 Q3 11.77
1947 Q4 9.289
1948 Q1 7.293
1948 Q2 5.205
1948 Q3 4.949
1948 Q4 4.501
1949 Q1 6.478
1949 Q2 6.283
1949 Q3 5.179
1949 Q4 2.999
1950 Q1 2.203
1950 Q2 1.643
1950 Q3 -0.74
1950 Q4 -0.154
1951 Q1 0.177
1951 Q2 1.943
1951 Q3 3.742
1951 Q4 4.19
1952 Q1 3.721
1952 Q2 1.951
1952 Q3 -0.00399999999999956
1952 Q4 -1.013
1953 Q1 -0.667
1953 Q2 -1.251
1953 Q3 -0.551999999999998
1953 Q4 -0.334999999999999
1954 Q1 -0.356
1954 Q2 0.253999999999998
1954 Q3 0.574
1954 Q4 1.145
1955 Q1 1.104
1955 Q2 -0.155000000000001
1955 Q3 0.724
1955 Q4 0.239999999999998
1956 Q1 0.439999999999998
1956 Q2 1.909
1956 Q3 2.569
1956 Q4 4.527
1957 Q1 4.819
1957 Q2 4.099
1957 Q3 3.997
1957 Q4 3.388
1958 Q1 1.079
1958 Q2 0.471
1958 Q3 0.855999999999998
1958 Q4 -0.260000000000002
1959 Q1 0.518999999999998
1959 Q2 -0.768000000000001
1959 Q3 1.211
1959 Q4 0.626999999999999
1960 Q1 2.857
1960 Q2 3.395
1960 Q3 4.682
1960 Q4 5.88
1961 Q1 5.902
1961 Q2 4.728
1961 Q3 4.453
1961 Q4 4.572
1962 Q1 4.011
1962 Q2 4.778
1962 Q3 4.482
1962 Q4 3.133
1963 Q1 3.976
1963 Q2 5.558
1963 Q3 4.511
1963 Q4 5.71
1964 Q1 7.214
1964 Q2 6.304
1964 Q3 6.946
1964 Q4 7.195
1965 Q1 4.512
1965 Q2 6.688
1965 Q3 5.521
1965 Q4 5.75
1966 Q1 4.366
1966 Q2 4.632
1966 Q3 2.686
1966 Q4 3.765
1967 Q1 4.454
1967 Q2 4.21899999999999
1967 Q3 3.302
1967 Q4 2.244
1968 Q1 1.053
1968 Q2 1.749
1968 Q3 1.651
1968 Q4 0.945999999999998
1969 Q1 0.238
1969 Q2 1.104
1969 Q3 1.23099999999999
1969 Q4 3.149
1970 Q1 3.514
1970 Q2 5.207
1970 Q3 4.088
1970 Q4 2.985
1971 Q1 4.56999999999999
1971 Q2 -0.402000000000001
1971 Q3 0.234999999999999
1971 Q4 -1.92
1972 Q1 -3.53400000000001
1972 Q2 -4.25700000000001
1972 Q3 -2.637
1972 Q4 -3.06099999999999
1973 Q1 -1.401
1973 Q2 2.455
1973 Q3 6.437
1973 Q4 8.95100000000001
1974 Q1 6.39400000000001
1974 Q2 -2.714
1974 Q3 -6.97200000000001
1974 Q4 0.0330000000000155
1975 Q1 16.481
1975 Q2 21.582
1975 Q3 12.043
1975 Q4 13.801
1976 Q1 4.65000000000001
1976 Q2 -0.495000000000005
1976 Q3 -4.07300000000001
1976 Q4 -6.60400000000001
1977 Q1 -21.079
1977 Q2 -21.136
1977 Q3 -20.579
1977 Q4 -29.582
1978 Q1 -38.681
1978 Q2 -22.625
1978 Q3 -23.76
